#: table_doi: 10.17182/hepdata.90835.v1/t46
#: name: T2tt cross section upper limits
#: description: The 95% CL observed and expected upper limits on the production cross sections of the T2tt signal model as a function of the top squark and LSP masses.
#: data_file: t2tt_cross_section_upper_limits.yaml
#: keyword observables: SIG | CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> STOP STOP | STOP --> TQ NEUTRALINO1
#: Upper Limit,Observed
#: LUMINOSITY [fb$^{-1}$],137
M(STOP) [GeV],M(NEUTRALINO1) [GeV],Cross section upper limit at 95% CL [pb]
605.27,205.67,0.017305
605.27,212.85,0.018325
605.27,220.03,0.019345
605.27,227.21,0.020366
605.27,234.39,0.021386
605.27,241.57,0.022406
605.27,248.75,0.023426
605.27,255.93,0.025053
605.27,263.12,0.026808
605.27,270.3,0.028562
605.27,277.48,0.030317
605.27,284.66,0.032071
605.27,291.84,0.033826
605.27,299.02,0.035078
605.27,306.2,0.036719
605.27,313.38,0.038436
605.27,320.57,0.040152
605.27,327.75,0.042429
605.27,334.93,0.045612
605.27,342.11,0.048795
605.27,349.29,0.05142
605.27,356.47,0.053517
605.27,363.65,0.057783
605.27,370.83,0.062049
605.27,378.02,0.065803
605.27,385.2,0.069324
605.27,392.38,0.073063
605.27,399.56,0.076801
605.27,406.74,0.082279
605.27,413.92,0.091425
605.27,421.1,0.10057
605.27,428.28,0.10458
605.27,435.47,0.10251
605.27,442.65,0.10043
605.27,449.83,0.10024
605.27,457.01,0.10859
605.27,464.19,0.12882
605.27,471.37,0.14904
605.27,478.55,0.18329
605.27,485.73,0.23186
605.27,492.92,0.28042
605.27,500.1,0.31021
605.27,507.28,0.34597
605.27,514.46,0.38063
605.27,521.64,0.0
605.27,528.82,0.0
605.27,536.0,0.0
605.27,543.18,0.0
605.27,550.37,0.0
605.27,557.55,0.0
605.27,564.73,0.0
605.27,571.91,0.0
605.27,579.09,0.0
605.27,586.27,0.0
605.27,593.45,0.0
605.27,600.63,0.0
605.27,607.82,0.0
605.27,615.0,0.0
605.27,622.18,0.0
605.27,629.36,0.0
605.27,636.54,0.0
605.27,643.72,0.0
605.27,650.9,0.0
605.27,658.08,0.0
605.27,665.27,0.0
605.27,672.45,0.0
605.27,679.63,0.0
605.27,686.81,0.0
605.27,693.99,0.0
605.27,701.17,0.0
605.27,708.35,0.0
605.27,715.53,0.0
605.27,722.72,0.0
605.27,729.9,0.0
605.27,737.08,0.0
605.27,744.26,0.0
605.27,751.44,0.0
605.27,758.62,0.0
605.27,765.8,0.0
605.27,772.98,0.0
605.27,780.17,0.0
605.27,787.35,0.0
605.27,794.53,0.0
605.27,801.71,0.0
605.27,808.89,0.0
605.27,816.07,0.0
605.27,823.25,0.0
605.27,830.43,0.0
605.27,837.62,0.0
605.27,844.8,0.0
605.27,851.98,0.0
605.27,859.16,0.0
605.27,866.34,0.0
605.27,873.52,0.0
605.27,880.7,0.0
605.27,887.88,0.0
605.27,895.07,0.0
605.27,902.25,0.0
605.27,909.43,0.0
605.27,916.61,0.0
605.27,923.79,0.0
605.27,930.97,0.0
605.27,938.15,0.0
605.27,945.33,0.0
605.27,952.52,0.0
605.27,959.7,0.0
605.27,966.88,0.0
605.27,974.06,0.0
605.27,981.24,0.0
605.27,988.42,0.0
605.27,995.6,0.0
605.27,1002.8,0.0
605.27,1010.0,0.0
605.27,1017.1,0.0
605.27,1024.3,0.0
605.27,1031.5,0.0
605.27,1038.7,0.0
605.27,1045.9,0.0
605.27,1053.1,0.0
605.27,1060.2,0.0
605.27,1067.4,0.0
605.27,1074.6,0.0
605.27,1081.8,0.0
605.27,1089.0,0.0
605.27,1096.1,0.0
605.27,1103.3,0.0
605.27,1110.5,0.0
605.27,1117.7,0.0
605.27,1124.9,0.0
605.27,1132.0,0.0
605.27,1139.2,0.0
605.27,1146.4,0.0
619.73,4.5906,0.010453
619.73,11.772,0.01045
619.73,18.953,0.010448
619.73,26.134,0.010445
619.73,33.316,0.010453
619.73,40.497,0.010481
619.73,47.678,0.01051
619.73,54.859,0.010607
619.73,62.041,0.010738
619.73,69.222,0.010868
619.73,76.403,0.010999
619.73,83.584,0.011098
619.73,90.766,0.011159
619.73,97.947,0.011221
619.73,105.13,0.011442
619.73,112.31,0.011726
619.73,119.49,0.01201
619.73,126.67,0.012294
619.73,133.85,0.012486
619.73,141.03,0.012585
619.73,148.22,0.012683
619.73,155.4,0.013054
619.73,162.58,0.013514
619.73,169.76,0.013974
619.73,176.94,0.014434
619.73,184.12,0.014801
619.73,191.3,0.015089
619.73,198.48,0.015376
619.73,205.67,0.01571
619.73,212.85,0.016056
619.73,220.03,0.016431
619.73,227.21,0.017451
619.73,234.39,0.018471
619.73,241.57,0.019492
619.73,248.75,0.020512
619.73,255.93,0.022139
619.73,263.12,0.023893
619.73,270.3,0.025648
619.73,277.48,0.027402
619.73,284.66,0.028644
619.73,291.84,0.029559
619.73,299.02,0.030474
619.73,306.2,0.032121
619.73,313.38,0.033884
619.73,320.57,0.035641
619.73,327.75,0.037918
619.73,334.93,0.040532
619.73,342.11,0.042837
619.73,349.29,0.045143
619.73,356.47,0.046791
619.73,363.65,0.048367
619.73,370.83,0.050358
619.73,378.02,0.054112
619.73,385.2,0.05716
619.73,392.38,0.060208
619.73,399.56,0.063721
619.73,406.74,0.068271
619.73,413.92,0.072874
619.73,421.1,0.078348
619.73,428.28,0.08236
619.73,435.47,0.08221
619.73,442.65,0.082799
619.73,449.83,0.083388
619.73,457.01,0.08798
619.73,464.19,0.092671
619.73,471.37,0.10092
619.73,478.55,0.13517
619.73,485.73,0.16447
619.73,492.92,0.1877
619.73,500.1,0.2111
619.73,507.28,0.24567
619.73,514.46,0.27955
619.73,521.64,0.31343
619.73,528.82,0.35001
619.73,536.0,0.0
619.73,543.18,0.0
619.73,550.37,0.0
619.73,557.55,0.0
619.73,564.73,0.0
619.73,571.91,0.0
619.73,579.09,0.0
619.73,586.27,0.0
619.73,593.45,0.0
619.73,600.63,0.0
619.73,607.82,0.0
619.73,615.0,0.0
619.73,622.18,0.0
619.73,629.36,0.0
619.73,636.54,0.0
619.73,643.72,0.0
619.73,650.9,0.0
619.73,658.08,0.0
619.73,665.27,0.0
619.73,672.45,0.0
619.73,679.63,0.0
619.73,686.81,0.0
619.73,693.99,0.0
619.73,701.17,0.0
619.73,708.35,0.0
619.73,715.53,0.0
619.73,722.72,0.0
619.73,729.9,0.0
619.73,737.08,0.0
619.73,744.26,0.0
619.73,751.44,0.0
619.73,758.62,0.0
619.73,765.8,0.0
619.73,772.98,0.0
619.73,780.17,0.0
619.73,787.35,0.0
619.73,794.53,0.0
619.73,801.71,0.0
619.73,808.89,0.0
619.73,816.07,0.0
619.73,823.25,0.0
619.73,830.43,0.0
619.73,837.62,0.0
619.73,844.8,0.0
619.73,851.98,0.0
619.73,859.16,0.0
619.73,866.34,0.0
619.73,873.52,0.0
619.73,880.7,0.0
619.73,887.88,0.0
619.73,895.07,0.0
619.73,902.25,0.0
619.73,909.43,0.0
619.73,916.61,0.0
619.73,923.79,0.0
619.73,930.97,0.0
619.73,938.15,0.0
619.73,945.33,0.0
619.73,952.52,0.0
619.73,959.7,0.0
619.73,966.88,0.0
619.73,974.06,0.0
619.73,981.24,0.0
619.73,988.42,0.0
619.73,995.6,0.0
619.73,1002.8,0.0
619.73,1010.0,0.0
619.73,1017.1,0.0
619.73,1024.3,0.0
619.73,1031.5,0.0
619.73,1038.7,0.0
619.73,1045.9,0.0
619.73,1053.1,0.0
619.73,1060.2,0.0
619.73,1067.4,0.0
619.73,1074.6,0.0
619.73,1081.8,0.0
619.73,1089.0,0.0
619.73,1096.1,0.0
619.73,1103.3,0.0
619.73,1110.5,0.0
619.73,1117.7,0.0
619.73,1124.9,0.0
619.73,1132.0,0.0
619.73,1139.2,0.0
619.73,1146.4,0.0
634.18,4.5906,0.0096922
634.18,11.772,0.0096894
634.18,18.953,0.0096972
634.18,26.134,0.0097252
634.18,33.316,0.0097533
634.18,40.497,0.0097814
634.18,47.678,0.0098095
634.18,54.859,0.0099069
634.18,62.041,0.010037
634.18,69.222,0.010136
634.18,76.403,0.010198
634.18,83.584,0.010259
634.18,90.766,0.010321
634.18,97.947,0.010383
634.18,105.13,0.010604
634.18,112.31,0.010888
634.18,119.49,0.011077
634.18,126.67,0.011176
634.18,133.85,0.011275
634.18,141.03,0.011374
634.18,148.22,0.011473
634.18,155.4,0.011843
634.18,162.58,0.012303
634.18,169.76,0.012668
634.18,176.94,0.012956
634.18,184.12,0.013244
634.18,191.3,0.013531
634.18,198.48,0.013819
634.18,205.67,0.014152
634.18,212.85,0.014498
634.18,220.03,0.014845
634.18,227.21,0.015191
634.18,234.39,0.015557
634.18,241.57,0.016577
634.18,248.75,0.017597
634.18,255.93,0.019224
634.18,263.12,0.020978
634.18,270.3,0.02221
634.18,277.48,0.023125
634.18,284.66,0.02404
634.18,291.84,0.024955
634.18,299.02,0.02587
634.18,306.2,0.027517
634.18,313.38,0.02928
634.18,320.57,0.030938
634.18,327.75,0.032543
634.18,334.93,0.034221
634.18,342.11,0.036526
634.18,349.29,0.038831
634.18,356.47,0.040561
634.18,363.65,0.042171
634.18,370.83,0.043747
634.18,378.02,0.045941
634.18,385.2,0.04899
634.18,392.38,0.051817
634.18,399.56,0.053846
634.18,406.74,0.058291
634.18,413.92,0.062894
634.18,421.1,0.066308
634.18,428.28,0.068199
634.18,435.47,0.068787
634.18,442.65,0.069877
634.18,449.83,0.072436
634.18,457.01,0.077075
634.18,464.19,0.081765
634.18,471.37,0.087902
634.18,478.55,0.10271
634.18,485.73,0.12594
634.18,492.92,0.14316
634.18,500.1,0.14593
634.18,507.28,0.16065
634.18,514.46,0.18946
634.18,521.64,0.22334
634.18,528.82,0.25885
634.18,536.0,0.29405
634.18,543.18,0.32523
634.18,550.37,0.0
634.18,557.55,0.0
634.18,564.73,0.0
634.18,571.91,0.0
634.18,579.09,0.0
634.18,586.27,0.0
634.18,593.45,0.0
634.18,600.63,0.0
634.18,607.82,0.0
634.18,615.0,0.0
634.18,622.18,0.0
634.18,629.36,0.0
634.18,636.54,0.0
634.18,643.72,0.0
634.18,650.9,0.0
634.18,658.08,0.0
634.18,665.27,0.0
634.18,672.45,0.0
634.18,679.63,0.0
634.18,686.81,0.0
634.18,693.99,0.0
634.18,701.17,0.0
634.18,708.35,0.0
634.18,715.53,0.0
634.18,722.72,0.0
634.18,729.9,0.0
634.18,737.08,0.0
634.18,744.26,0.0
634.18,751.44,0.0
634.18,758.62,0.0
634.18,765.8,0.0
634.18,772.98,0.0
634.18,780.17,0.0
634.18,787.35,0.0
634.18,794.53,0.0
634.18,801.71,0.0
634.18,808.89,0.0
634.18,816.07,0.0
634.18,823.25,0.0
634.18,830.43,0.0
634.18,837.62,0.0
634.18,844.8,0.0
634.18,851.98,0.0
634.18,859.16,0.0
634.18,866.34,0.0
634.18,873.52,0.0
634.18,880.7,0.0
634.18,887.88,0.0
634.18,895.07,0.0
634.18,902.25,0.0
634.18,909.43,0.0
634.18,916.61,0.0
634.18,923.79,0.0
634.18,930.97,0.0
634.18,938.15,0.0
634.18,945.33,0.0
634.18,952.52,0.0
634.18,959.7,0.0
634.18,966.88,0.0
634.18,974.06,0.0
634.18,981.24,0.0
634.18,988.42,0.0
634.18,995.6,0.0
634.18,1002.8,0.0
634.18,1010.0,0.0
634.18,1017.1,0.0
634.18,1024.3,0.0
634.18,1031.5,0.0
634.18,1038.7,0.0
634.18,1045.9,0.0
634.18,1053.1,0.0
634.18,1060.2,0.0
634.18,1067.4,0.0
634.18,1074.6,0.0
634.18,1081.8,0.0
634.18,1089.0,0.0
634.18,1096.1,0.0
634.18,1103.3,0.0
634.18,1110.5,0.0
634.18,1117.7,0.0
634.18,1124.9,0.0
634.18,1132.0,0.0
634.18,1139.2,0.0
634.18,1146.4,0.0
648.63,4.5906,0.0089409
648.63,11.772,0.008969
648.63,18.953,0.0089971
648.63,26.134,0.0090252
648.63,33.316,0.0090533
648.63,40.497,0.0090814
648.63,47.678,0.0091095
648.63,54.859,0.0091736
648.63,62.041,0.0092355
648.63,69.222,0.0092975
648.63,76.403,0.0093595
648.63,83.584,0.0094215
648.63,90.766,0.0094834
648.63,97.947,0.0095454
648.63,105.13,0.009669
648.63,112.31,0.0097678
648.63,119.49,0.0098667
648.63,126.67,0.0099656
648.63,133.85,0.010064
648.63,141.03,0.010163
648.63,148.22,0.010262
648.63,155.4,0.010536
648.63,162.58,0.010823
648.63,169.76,0.011111
648.63,176.94,0.011398
648.63,184.12,0.011686
648.63,191.3,0.011973
648.63,198.48,0.012261
648.63,205.67,0.012595
648.63,212.85,0.012941
648.63,220.03,0.013287
648.63,227.21,0.013633
648.63,234.39,0.013979
648.63,241.57,0.014325
648.63,248.75,0.014682
648.63,255.93,0.015776
648.63,263.12,0.016691
648.63,270.3,0.017606
648.63,277.48,0.018521
648.63,284.66,0.019436
648.63,291.84,0.020351
648.63,299.02,0.021266
648.63,306.2,0.022807
648.63,313.38,0.024412
648.63,320.57,0.026017
648.63,327.75,0.027622
648.63,334.93,0.029226
648.63,342.11,0.030831
648.63,349.29,0.0325
648.63,356.47,0.03423
648.63,363.65,0.035897
648.63,370.83,0.037564
648.63,378.02,0.039559
648.63,385.2,0.041589
648.63,392.38,0.043618
648.63,399.56,0.045647
648.63,406.74,0.048883
648.63,413.92,0.05187
648.63,421.1,0.054857
648.63,428.28,0.057273
648.63,435.47,0.059831
648.63,442.65,0.062389
648.63,449.83,0.064947
648.63,457.01,0.071057
648.63,464.19,0.077618
648.63,471.37,0.08418
648.63,478.55,0.092713
648.63,485.73,0.095328
648.63,492.92,0.097942
648.63,500.1,0.10072
648.63,507.28,0.11544
648.63,514.46,0.13016
648.63,521.64,0.14488
648.63,528.82,0.17313
648.63,536.0,0.20559
648.63,543.18,0.23805
648.63,550.37,0.26883
648.63,557.55,0.2895
648.63,564.73,0.0
648.63,571.91,0.0
648.63,579.09,0.0
648.63,586.27,0.0
648.63,593.45,0.0
648.63,600.63,0.0
648.63,607.82,0.0
648.63,615.0,0.0
648.63,622.18,0.0
648.63,629.36,0.0
648.63,636.54,0.0
648.63,643.72,0.0
648.63,650.9,0.0
648.63,658.08,0.0
648.63,665.27,0.0
648.63,672.45,0.0
648.63,679.63,0.0
648.63,686.81,0.0
648.63,693.99,0.0
648.63,701.17,0.0
648.63,708.35,0.0
648.63,715.53,0.0
648.63,722.72,0.0
648.63,729.9,0.0
648.63,737.08,0.0
648.63,744.26,0.0
648.63,751.44,0.0
648.63,758.62,0.0
648.63,765.8,0.0
648.63,772.98,0.0
648.63,780.17,0.0
648.63,787.35,0.0
648.63,794.53,0.0
648.63,801.71,0.0
648.63,808.89,0.0
648.63,816.07,0.0
648.63,823.25,0.0
648.63,830.43,0.0
648.63,837.62,0.0
648.63,844.8,0.0
648.63,851.98,0.0
648.63,859.16,0.0
648.63,866.34,0.0
648.63,873.52,0.0
648.63,880.7,0.0
648.63,887.88,0.0
648.63,895.07,0.0
648.63,902.25,0.0
648.63,909.43,0.0
648.63,916.61,0.0
648.63,923.79,0.0
648.63,930.97,0.0
648.63,938.15,0.0
648.63,945.33,0.0
648.63,952.52,0.0
648.63,959.7,0.0
648.63,966.88,0.0
648.63,974.06,0.0
648.63,981.24,0.0
648.63,988.42,0.0
648.63,995.6,0.0
648.63,1002.8,0.0
648.63,1010.0,0.0
648.63,1017.1,0.0
648.63,1024.3,0.0
648.63,1031.5,0.0
648.63,1038.7,0.0
648.63,1045.9,0.0
648.63,1053.1,0.0
648.63,1060.2,0.0
648.63,1067.4,0.0
648.63,1074.6,0.0
648.63,1081.8,0.0
648.63,1089.0,0.0
648.63,1096.1,0.0
648.63,1103.3,0.0
648.63,1110.5,0.0
648.63,1117.7,0.0
648.63,1124.9,0.0
648.63,1132.0,0.0
648.63,1139.2,0.0
648.63,1146.4,0.0
663.09,4.5906,0.008307
663.09,11.772,0.008278
663.09,18.953,0.0082897
663.09,26.134,0.0083178
663.09,33.316,0.0083459
663.09,40.497,0.008374
663.09,47.678,0.0084021
663.09,54.859,0.0084636
663.09,62.041,0.0085411
663.09,69.222,0.0086053
663.09,76.403,0.0086673
663.09,83.584,0.0087292
663.09,90.766,0.0087912
663.09,97.947,0.0088532
663.09,105.13,0.0089415
663.09,112.31,0.0090404
663.09,119.49,0.0091392
663.09,126.67,0.0092381
663.09,133.85,0.009337
663.09,141.03,0.0094276
663.09,148.22,0.009512
663.09,155.4,0.009624
663.09,162.58,0.009745
663.09,169.76,0.010021
663.09,176.94,0.010308
663.09,184.12,0.010596
663.09,191.3,0.010883
663.09,198.48,0.011171
663.09,205.67,0.011414
663.09,212.85,0.011646
663.09,220.03,0.011988
663.09,227.21,0.012334
663.09,234.39,0.01268
663.09,241.57,0.013026
663.09,248.75,0.013372
663.09,255.93,0.013755
663.09,263.12,0.014148
663.09,270.3,0.015063
663.09,277.48,0.015978
663.09,284.66,0.016893
663.09,291.84,0.017808
663.09,299.02,0.018723
663.09,306.2,0.019505
663.09,313.38,0.020301
663.09,320.57,0.021906
663.09,327.75,0.023511
663.09,334.93,0.025116
663.09,342.11,0.026721
663.09,349.29,0.028326
663.09,356.47,0.029561
663.09,363.65,0.030793
663.09,370.83,0.03246
663.09,378.02,0.034279
663.09,385.2,0.036309
663.09,392.38,0.038402
663.09,399.56,0.040515
663.09,406.74,0.043449
663.09,413.92,0.046278
663.09,421.1,0.0487
663.09,428.28,0.051184
663.09,435.47,0.053742
663.09,442.65,0.055364
663.09,449.83,0.056749
663.09,457.01,0.06144
663.09,464.19,0.066487
663.09,471.37,0.073049
663.09,478.55,0.078264
663.09,485.73,0.082104
663.09,492.92,0.08512
663.09,500.1,0.087718
663.09,507.28,0.089104
663.09,514.46,0.093041
663.09,521.64,0.10776
663.09,528.82,0.13192
663.09,536.0,0.16438
663.09,543.18,0.17823
663.09,550.37,0.18987
663.09,557.55,0.21555
663.09,564.73,0.26285
663.09,571.91,0.29376
663.09,579.09,0.0
663.09,586.27,0.0
663.09,593.45,0.0
663.09,600.63,0.0
663.09,607.82,0.0
663.09,615.0,0.0
663.09,622.18,0.0
663.09,629.36,0.0
663.09,636.54,0.0
663.09,643.72,0.0
663.09,650.9,0.0
663.09,658.08,0.0
663.09,665.27,0.0
663.09,672.45,0.0
663.09,679.63,0.0
663.09,686.81,0.0
663.09,693.99,0.0
663.09,701.17,0.0
663.09,708.35,0.0
663.09,715.53,0.0
663.09,722.72,0.0
663.09,729.9,0.0
663.09,737.08,0.0
663.09,744.26,0.0
663.09,751.44,0.0
663.09,758.62,0.0
663.09,765.8,0.0
663.09,772.98,0.0
663.09,780.17,0.0
663.09,787.35,0.0
663.09,794.53,0.0
663.09,801.71,0.0
663.09,808.89,0.0
663.09,816.07,0.0
663.09,823.25,0.0
663.09,830.43,0.0
663.09,837.62,0.0
663.09,844.8,0.0
663.09,851.98,0.0
663.09,859.16,0.0
663.09,866.34,0.0
663.09,873.52,0.0
663.09,880.7,0.0
663.09,887.88,0.0
663.09,895.07,0.0
663.09,902.25,0.0
663.09,909.43,0.0
663.09,916.61,0.0
663.09,923.79,0.0
663.09,930.97,0.0
663.09,938.15,0.0
663.09,945.33,0.0
663.09,952.52,0.0
663.09,959.7,0.0
663.09,966.88,0.0
663.09,974.06,0.0
663.09,981.24,0.0
663.09,988.42,0.0
663.09,995.6,0.0
663.09,1002.8,0.0
663.09,1010.0,0.0
663.09,1017.1,0.0
663.09,1024.3,0.0
663.09,1031.5,0.0
663.09,1038.7,0.0
663.09,1045.9,0.0
663.09,1053.1,0.0
663.09,1060.2,0.0
663.09,1067.4,0.0
663.09,1074.6,0.0
663.09,1081.8,0.0
663.09,1089.0,0.0
663.09,1096.1,0.0
663.09,1103.3,0.0
663.09,1110.5,0.0
663.09,1117.7,0.0
663.09,1124.9,0.0
663.09,1132.0,0.0
663.09,1139.2,0.0
663.09,1146.4,0.0
677.54,4.5906,0.0077115
677.54,11.772,0.0076825
677.54,18.953,0.0076535
677.54,26.134,0.0076244
677.54,33.316,0.0076378
677.54,40.497,0.0076659
677.54,47.678,0.007694
677.54,54.859,0.0077555
677.54,62.041,0.0078329
677.54,69.222,0.0079104
677.54,76.403,0.0079879
677.54,83.584,0.0080523
677.54,90.766,0.0081142
677.54,97.947,0.0081762
677.54,105.13,0.0082645
677.54,112.31,0.0083634
677.54,119.49,0.0084623
677.54,126.67,0.0085527
677.54,133.85,0.0086371
677.54,141.03,0.0087216
677.54,148.22,0.008806
677.54,155.4,0.008918
677.54,162.58,0.009039
677.54,169.76,0.0091601
677.54,176.94,0.0092811
677.54,184.12,0.0095548
677.54,191.3,0.0098423
677.54,198.48,0.01013
677.54,205.67,0.010373
677.54,212.85,0.010605
677.54,220.03,0.010836
677.54,227.21,0.011067
677.54,234.39,0.011408
677.54,241.57,0.011754
677.54,248.75,0.0121
677.54,255.93,0.012483
677.54,263.12,0.012874
677.54,270.3,0.013265
677.54,277.48,0.013656
677.54,284.66,0.014566
677.54,291.84,0.015481
677.54,299.02,0.016397
677.54,306.2,0.017178
677.54,313.38,0.017939
677.54,320.57,0.0187
677.54,327.75,0.019485
677.54,334.93,0.02109
677.54,342.11,0.022695
677.54,349.29,0.0243
677.54,356.47,0.025535
677.54,363.65,0.02673
677.54,370.83,0.027925
677.54,378.02,0.029117
677.54,385.2,0.03123
677.54,392.38,0.033343
677.54,399.56,0.035457
677.54,406.74,0.03786
677.54,413.92,0.040282
677.54,421.1,0.042704
677.54,428.28,0.044858
677.54,435.47,0.046244
677.54,442.65,0.047629
677.54,449.83,0.048926
677.54,457.01,0.05278
677.54,464.19,0.057552
677.54,471.37,0.062324
677.54,478.55,0.066246
677.54,485.73,0.070086
677.54,492.92,0.073927
677.54,500.1,0.077734
677.54,507.28,0.079123
677.54,514.46,0.080509
677.54,521.64,0.081896
677.54,528.82,0.088479
677.54,536.0,0.099629
677.54,543.18,0.11078
677.54,550.37,0.12003
677.54,557.55,0.15584
677.54,564.73,0.20314
677.54,571.91,0.25044
677.54,579.09,0.27222
677.54,586.27,0.27472
677.54,593.45,0.0
677.54,600.63,0.0
677.54,607.82,0.0
677.54,615.0,0.0
677.54,622.18,0.0
677.54,629.36,0.0
677.54,636.54,0.0
677.54,643.72,0.0
677.54,650.9,0.0
677.54,658.08,0.0
677.54,665.27,0.0
677.54,672.45,0.0
677.54,679.63,0.0
677.54,686.81,0.0
677.54,693.99,0.0
677.54,701.17,0.0
677.54,708.35,0.0
677.54,715.53,0.0
677.54,722.72,0.0
677.54,729.9,0.0
677.54,737.08,0.0
677.54,744.26,0.0
677.54,751.44,0.0
677.54,758.62,0.0
677.54,765.8,0.0
677.54,772.98,0.0
677.54,780.17,0.0
677.54,787.35,0.0
677.54,794.53,0.0
677.54,801.71,0.0
677.54,808.89,0.0
677.54,816.07,0.0
677.54,823.25,0.0
677.54,830.43,0.0
677.54,837.62,0.0
677.54,844.8,0.0
677.54,851.98,0.0
677.54,859.16,0.0
677.54,866.34,0.0
677.54,873.52,0.0
677.54,880.7,0.0
677.54,887.88,0.0
677.54,895.07,0.0
677.54,902.25,0.0
677.54,909.43,0.0
677.54,916.61,0.0
677.54,923.79,0.0
677.54,930.97,0.0
677.54,938.15,0.0
677.54,945.33,0.0
677.54,952.52,0.0
677.54,959.7,0.0
677.54,966.88,0.0
677.54,974.06,0.0
677.54,981.24,0.0
677.54,988.42,0.0
677.54,995.6,0.0
677.54,1002.8,0.0
677.54,1010.0,0.0
677.54,1017.1,0.0
677.54,1024.3,0.0
677.54,1031.5,0.0
677.54,1038.7,0.0
677.54,1045.9,0.0
677.54,1053.1,0.0
677.54,1060.2,0.0
677.54,1067.4,0.0
677.54,1074.6,0.0
677.54,1081.8,0.0
677.54,1089.0,0.0
677.54,1096.1,0.0
677.54,1103.3,0.0
677.54,1110.5,0.0
677.54,1117.7,0.0
677.54,1124.9,0.0
677.54,1132.0,0.0
677.54,1139.2,0.0
677.54,1146.4,0.0
691.99,4.5906,0.0071161
691.99,11.772,0.007087
691.99,18.953,0.007058
691.99,26.134,0.007029
691.99,33.316,0.0069999
691.99,40.497,0.0069709
691.99,47.678,0.0069858
691.99,54.859,0.0070473
691.99,62.041,0.0071248
691.99,69.222,0.0072022
691.99,76.403,0.0072797
691.99,83.584,0.0073572
691.99,90.766,0.0074346
691.99,97.947,0.0074992
691.99,105.13,0.0075876
691.99,112.31,0.0076778
691.99,119.49,0.0077622
691.99,126.67,0.0078467
691.99,133.85,0.0079311
691.99,141.03,0.0080156
691.99,148.22,0.0081
691.99,155.4,0.008212
691.99,162.58,0.008333
691.99,169.76,0.0084541
691.99,176.94,0.0085751
691.99,184.12,0.0086962
691.99,191.3,0.0088173
691.99,198.48,0.0090888
691.99,205.67,0.0093321
691.99,212.85,0.0095635
691.99,220.03,0.0097949
691.99,227.21,0.010026
691.99,234.39,0.010258
691.99,241.57,0.010489
691.99,248.75,0.010828
691.99,255.93,0.011212
691.99,263.12,0.011602
691.99,270.3,0.011993
691.99,277.48,0.012384
691.99,284.66,0.012775
691.99,291.84,0.013166
691.99,299.02,0.01407
691.99,306.2,0.014851
691.99,313.38,0.015612
691.99,320.57,0.016373
691.99,327.75,0.017134
691.99,334.93,0.017895
691.99,342.11,0.018669
691.99,349.29,0.020274
691.99,356.47,0.021509
691.99,363.65,0.022633
691.99,370.83,0.023736
691.99,378.02,0.024839
691.99,385.2,0.025943
691.99,392.38,0.027101
691.99,399.56,0.029214
691.99,406.74,0.031617
691.99,413.92,0.03452
691.99,421.1,0.037525
691.99,428.28,0.039789
691.99,435.47,0.041083
691.99,442.65,0.042202
691.99,449.83,0.04332
691.99,457.01,0.045711
691.99,464.19,0.048134
691.99,471.37,0.051989
691.99,478.55,0.055756
691.99,485.73,0.058498
691.99,492.92,0.061381
691.99,500.1,0.065188
691.99,507.28,0.066581
691.99,514.46,0.067973
691.99,521.64,0.069362
691.99,528.82,0.075945
691.99,536.0,0.084965
691.99,543.18,0.091008
691.99,550.37,0.097218
691.99,557.55,0.10655
691.99,564.73,0.11588
691.99,571.91,0.15121
691.99,579.09,0.17299
691.99,586.27,0.20346
691.99,593.45,0.23421
691.99,600.63,0.26297
691.99,607.82,0.0
691.99,615.0,0.0
691.99,622.18,0.0
691.99,629.36,0.0
691.99,636.54,0.0
691.99,643.72,0.0
691.99,650.9,0.0
691.99,658.08,0.0
691.99,665.27,0.0
691.99,672.45,0.0
691.99,679.63,0.0
691.99,686.81,0.0
691.99,693.99,0.0
691.99,701.17,0.0
691.99,708.35,0.0
691.99,715.53,0.0
691.99,722.72,0.0
691.99,729.9,0.0
691.99,737.08,0.0
691.99,744.26,0.0
691.99,751.44,0.0
691.99,758.62,0.0
691.99,765.8,0.0
691.99,772.98,0.0
691.99,780.17,0.0
691.99,787.35,0.0
691.99,794.53,0.0
691.99,801.71,0.0
691.99,808.89,0.0
691.99,816.07,0.0
691.99,823.25,0.0
691.99,830.43,0.0
691.99,837.62,0.0
691.99,844.8,0.0
691.99,851.98,0.0
691.99,859.16,0.0
691.99,866.34,0.0
691.99,873.52,0.0
691.99,880.7,0.0
691.99,887.88,0.0
691.99,895.07,0.0
691.99,902.25,0.0
691.99,909.43,0.0
691.99,916.61,0.0
691.99,923.79,0.0
691.99,930.97,0.0
691.99,938.15,0.0
691.99,945.33,0.0
691.99,952.52,0.0
691.99,959.7,0.0
691.99,966.88,0.0
691.99,974.06,0.0
691.99,981.24,0.0
691.99,988.42,0.0
691.99,995.6,0.0
691.99,1002.8,0.0
691.99,1010.0,0.0
691.99,1017.1,0.0
691.99,1024.3,0.0
691.99,1031.5,0.0
691.99,1038.7,0.0
691.99,1045.9,0.0
691.99,1053.1,0.0
